etudiant_id,etudiant_prenom,etudiant_nom,etudiant_sexe,filieres_groupe_id
1493,Anass,Ouali,Homme,3
1494,Zara,El Ghazaoui,Femme,4
1495,Abdessamad,Moujahid,Homme,4
1496,Karima,Moujahid,Femme,4
1497,Zohra,El Fahime,Femme,4
1498,Patrick,Brown,Homme,3
1499,Aminata,Touré,Femme,4
1500,Rachida,Bous,Femme,3
1501,Mustapha,Touz,Homme,4
1502,Selma,El Khattabi,Femme,4
1503,Sami,Zouita,Homme,4
1504,Serigne,Diaw,Homme,3
1505,Zouhair,Khaldoune,Homme,4
1506,Yacine,Hilal,Homme,4
1507,Taoufik,Khalil,Femme,4
1508,Naji,Kacem,Homme,4
1509,Ayman,Amarir,Homme,3
1510,Ilyas,Tazi,Homme,3
1511,Zahra,El,Femme,4
1512,Aziza,Naciri,Femme,4
1513,Abdelaziz,Zouine,Homme,4
1514,Noureddine,Qadiri,Homme,3
1515,Zahra,Labrini,Femme,3
1516,Selma,Smahi,Femme,4
1517,Youssef,Gueddari,Homme,4
1518,Nicolas,Rodriguez,Homme,3
1519,Zahra,Slaoui,Femme,3
1520,Yacine,Toumi,Homme,3
1521,Stefan,Schmidt,Homme,4
1522,Zahia,El Khamsi,Femme,4
1523,Javier,Brown,Homme,3
1524,Habiba,Zouine,Femme,3
1525,Widad,Zouhir,Femme,3
1526,Farid,Tourabi,Homme,3
1527,Fatima,Touba,Femme,4
1528,Antoine,Fernandez,Homme,4
1529,Nabila,Iraqi,Femme,4
1530,Kawtar,El,Femme,4
1531,Oumar,Savané,Homme,4
1532,Oumou,Sow,Femme,3
1533,Rida,Smahi,Homme,3
1534,Mounir,Maatoug,Homme,4
1535,Reda,Othmani,Homme,4
1536,Nathalie,Rossi,Femme,3
1537,Marwa,Kacem,Femme,4
1538,Hanane,Oujdi,Femme,3
1539,Omar,Bennani,Homme,3
1540,Sophie,Johansson,Femme,3
1541,Imane,El Filali,Femme,3
1542,Abdelali,Zouak,Homme,4
1543,Fatimazahra,Touimi,Femme,3
1544,Yahya,Rjai,Homme,3
1545,Fayssal,Laraki,Homme,4
1546,David,Rodriguez,Homme,4
1547,Zouhair,Touzi,Homme,3
1548,Latifa,Touba,Femme,3
1549,Mahmoud,El Amrani,Homme,3
1550,Karim,Trimech,Homme,4
1551,Larbi,Rifi,Homme,4
1552,Mounir,Zouz,Homme,3
1553,Hayat,Ouissaden,Femme,3
1554,Zakaria,Touhi,Homme,4
1555,Chaimae,Touzi,Femme,4
1556,Nora,Tlemsani,Femme,4
1557,Taha,Sabri,Homme,4
1558,Walid,Saadi,Homme,3
1559,Yamina,Zouhir,Femme,3
1560,Yasmina,Moujahid,Femme,3
1561,Ismail,Tougi,Homme,3
1562,Ines,El Yousfi,Femme,3
1563,Zahra,Zerouali,Femme,3
1564,Yahya,Bouj,Homme,3
1565,Adil,Touahri,Homme,3
1566,Ndeye,Barry,Femme,3
1567,Touria,Bouzekri,Femme,4
1568,Kamil,Touzy,Homme,3
1569,Hayat,Tazi,Femme,3
1570,Narjis,Zoubir,Femme,4
1571,Oumar,Ouattara,Homme,3
1572,Driss,Ham,Homme,4
1573,Fatima,Saih,Femme,3
1574,Sara,Ouled,Femme,4
1575,Idriss,Hassani,Homme,3
1576,Chaimae,Tahri,Femme,4
1577,Omar,Belkhadir,Homme,4
1578,Boutaina,Mabrouk,Femme,3
1579,Rachida,Tourabi,Femme,4
1580,Larbi,Hattab,Homme,4
1581,Abdelhamid,Bouzekri,Homme,4
1582,Yamina,Zouy,Femme,4
1583,Amal,Zerhouni,Femme,4
1584,Zara,Zouine,Femme,4
1585,Taha,Alaoui,Homme,3
1586,Haj,Kharroubi,Homme,4
1587,Mina,Touzz,Femme,3
1588,Taoufik,Wardi,Femme,4
1589,Jamila,El Yacoubi,Femme,4
1590,Bilal,Radi,Homme,3
1591,Naji,Ouassou,Homme,4
1592,Meryem,Khalil,Femme,4
1593,Yassine,Lahcen,Homme,4
1594,Halima,Bouaouina,Femme,4
1595,Marwa,Joundy,Femme,4
1596,Fatimazahra,Touil,Femme,3
1597,Malika,Ouali,Femme,4
1598,Mohamed,Zout,Homme,4
1599,Anass,Akka,Homme,3
1600,Aissatou,Coulibaly,Femme,3
1601,Narjis,Zouine,Femme,4
1602,Noureddine,Hammoudi,Homme,3
1603,Aziza,Trimech,Femme,3
1604,Rachida,Zouhir,Femme,4
1605,Khalida,Bour,Femme,3
1606,Selma,Ouassou,Femme,4
1607,Zara,Has,Femme,4
1608,Mustapha,Mabrouk,Homme,3
1609,Mahamadou,Diop,Homme,4
1610,Aicha,Zoubir,Femme,4
1611,Ibrahim,Sylla,Homme,4
1612,Jean,Müller,Homme,4
1613,Widad,Nouaman,Femme,4
1614,Kader,Sylla,Homme,3
1615,Kenza,El Khattabi,Femme,3
1616,Abdelaziz,Maatoug,Homme,3
1617,Chaimae,Chaouni,Femme,3
1618,Amina,Bourkadi,Femme,3
1619,Nezha,Oukacha,Femme,3
1620,Meryem,Oulhaj,Femme,3
1621,Hakim,Kouachi,Homme,4
1622,Oumou,Kane,Femme,3
1623,Walid,Sahraoui,Homme,3
1624,Javier,Garcia,Homme,4
1625,Rachid,Madani,Homme,3
1626,Rida,Rahal,Homme,4
1627,Ayman,Moussa,Homme,4
1628,Paolo,Brown,Homme,3
1629,Kadija,Kane,Femme,3
1630,Adil,Rmil,Homme,4
1631,Abdallah,Zouine,Homme,3
1632,Marie,Wilson,Femme,3
1633,Mame,Diallo,Femme,4
1634,Said,Has,Homme,3
1635,Noureddine,El Hachimi,Homme,3
1636,Paolo,Silva,Homme,3
1637,Céline,Müller,Femme,4
1638,Carmen,Ricci,Femme,4
1639,Younes,Assou,Homme,3
1640,Zohra,Mabrouk,Femme,4
1641,Zakaria,Labrini,Homme,4
1642,Sofia,Bahi,Femme,4
1643,Mustapha,Smahi,Homme,3
1644,Laila,El Fassi,Femme,4
1645,Michael,Martin,Homme,4
1646,Sokhna,Cissé,Femme,4
1647,Nora,Mernissi,Femme,3
1648,Ibrahim,Mechbal,Homme,4
1649,Touria,Lahcen,Femme,4
1650,Nabila,Zouro,Femme,4
1651,Anas,Sbaai,Homme,3
1652,Ikram,Salem,Femme,4
1653,Mehdi,Sefrioui,Homme,4
1654,Hajar,El Yousfi,Femme,4
1655,Sophie,Santos,Femme,3
1656,Nabila,Zoupi,Femme,4
1657,Fatima,Zoukh,Femme,4
1658,Mamadou,Ba,Homme,3
1659,Hatim,El Ghalbi,Homme,3
1660,Antoine,Lopez,Homme,3
1661,Reda,Bahi,Homme,4
1662,Aicha,Rchid,Femme,4
1663,Hanae,Moujahid,Femme,4
1664,Adil,Zahir,Homme,3
1665,Hassan,Houari,Homme,3
1666,Manal,Bouk,Femme,3
1667,Salsabil,Moussaoui,Femme,4
1668,Said,Dahmani,Homme,3
1669,Abdelkader,Niama,Homme,4
1670,Yasmina,Rifi,Femme,3
1671,Mahdi,Zoupi,Homme,3
1672,Yousra,Smahi,Femme,4
1673,Zakaria,Benjelloun,Homme,4
1674,Amin,Zouhir,Homme,3
1675,Fatima,Chaouni,Femme,4
1676,Abdelali,Mabrouk,Homme,3
1677,Fatima,Bour,Femme,4
1678,Badr,Skalli,Homme,3
1679,Hassan,Bouzekri,Homme,3
1680,Narjis,Sbaai,Femme,3
1681,Amine,El Khamsi,Homme,3
1682,Nabil,Rchid,Homme,4
1683,Cheikh,Coulibaly,Homme,3
1684,Hamza,Tazi,Homme,3
1685,Yasmina,Touzi,Femme,3
1686,Yaya,Sow,Homme,3
1687,Basma,Ziyat,Femme,4
1688,Marie,Dubois,Femme,3
1689,Fernando,Rossi,Homme,3
1690,Hatim,Nfissi,Homme,4
1691,Laila,Touza,Femme,3
1692,Youssef,Zouy,Homme,3
1693,Ayman,Zerouali,Homme,3
1694,Hiba,Zoun,Femme,3
1695,Maimouna,Konaté,Femme,3
1696,Kamil,Bouhmadi,Homme,3
1697,Aicha,Rchidi,Femme,4
1698,Badr,Zouzz,Homme,4
1699,Alpha,Sylla,Homme,4
1700,Bouchra,Chaouni,Femme,3
1701,Abdelali,Zoubir,Homme,3
1702,Fayssal,Touzy,Homme,4
1703,Lotfi,Zoun,Homme,4
1704,Mohamed,Touza,Homme,4
1705,Oumar,Traoré,Homme,4
1706,Rim,Nasser,Femme,4
1707,Yassine,Cheikh,Homme,3
1708,Dounia,Zerhouni,Femme,4
1709,Rajae,Doukkali,Femme,3
1710,Hakim,Slaoui,Homme,3
1711,Touria,El Omari,Femme,4
1712,Yousra,Zoukir,Femme,3
1713,Younes,Zouitni,Homme,3
1714,Paolo,Rossi,Homme,3
1715,Boutaina,Alami,Femme,3
1716,Salim,Amarir,Homme,3
1717,Ibrahim,Kane,Homme,4
1718,Douaa,Kettani,Femme,4
1719,Hajar,Larbi,Femme,3
1720,Manal,Touzz,Femme,3
1721,Leila,Bouhlal,Femme,4
1722,Khadija,Fennir,Femme,4
1723,Oussama,Touzani,Homme,3
1724,Farida,Salmi,Femme,4
1725,Naji,Boudra,Homme,3
1726,Mahmoud,Demnati,Homme,4
1727,Rokia,Zouhir,Femme,3
1728,Chakib,Larbi,Homme,3
1729,Abdelaziz,Bouj,Homme,4
1730,Aissatou,Camara,Femme,3
1731,Rim,Zouqi,Femme,3
1732,Badr,Har,Homme,3
1733,Samir,Ziyat,Homme,3
1734,Othmane,Zout,Homme,3
1735,Aya,Tourabi,Femme,3
1736,Fouad,Zerhouni,Homme,4
1737,Khadija,Touahri,Femme,3
1738,Hanane,Zoumir,Femme,3
1739,Yousra,Joundy,Femme,4
1740,Manal,Zouz,Femme,4
1741,Younes,Bouzekri,Homme,4
1742,Soukaina,Bous,Femme,4
1743,Zahra,Jaouhari,Femme,4
1744,Abdelkader,Mechbal,Homme,3
1745,Fayssal,Rjai,Homme,3
1746,Nora,Kamil,Femme,4
1747,Imane,Ouissaden,Femme,4
1748,Noureddine,Doukkali,Homme,4
1749,Abdelhamid,Dahmani,Homme,3
1750,Salah,Touijer,Homme,3
1751,Marouane,Boul,Homme,4
1752,Nezha,Hammoudi,Femme,4
1753,Fatou,Kane,Femme,4
1754,Bilal,El Khattabi,Homme,4
1755,Alexander,Laurent,Homme,3
1756,Douaa,Chrigui,Femme,3
1757,Lucas,Fernandez,Homme,3
1758,Selma,El Yacoubi,Femme,3
1759,Rachid,El Filali,Homme,4
1760,Fatimazahra,Tazi,Femme,3
1761,Zohra,Boudra,Femme,3
1762,Mohammed,Sbitri,Homme,3
1763,Badr,Madani,Homme,4
1764,Badr,Kharroubi,Homme,3
1765,Amal,Hammoudi,Femme,3
1766,Samira,Zoubir,Femme,4
1767,Siham,Dah,Femme,4
1768,Adam,Ghomri,Homme,3
1769,Rim,Oulad,Femme,3
1770,Bilal,Gue,Homme,3
1771,Rayan,Karam,Homme,3
1772,Daniel,Wilson,Homme,3
1773,Mahamadou,Coulibaly,Homme,3
1774,Hakim,Mernissi,Homme,4
1775,Hanane,Yousra,Femme,3
1776,Ali,Salmi,Homme,3
1777,Houssam,Bouchentouf,Homme,4
1778,Ali,Mouline,Homme,4
1779,Idriss,Wahbi,Homme,4
1780,Fayssal,Zoukh,Homme,4
1781,Soukaina,Zouro,Femme,4
1782,Hakim,Oulad,Homme,4
1783,Camille,Simon,Femme,4
1784,Boubacar,Diallo,Homme,4
1785,Fatima,Ait,Femme,3
1786,Badr,Iraqi,Homme,3
1787,Hayat,Bour,Femme,3
1788,Yamina,Hammoudi,Femme,4
1789,Hiba,Mechbal,Femme,3
1790,Fatima,Zaid,Femme,3
1791,Daniel,Rossi,Homme,4
1792,Rabia,Gharbaoui,Femme,3
1793,Widad,Mrani,Femme,3
1794,Mahmoud,Tabit,Homme,3
1795,Abdallah,Zoukir,Homme,4
1796,Adil,Azou,Homme,3
1797,Basma,Touzani,Femme,4
1798,Reda,Fassi,Homme,4
1799,Aziza,Zouw,Femme,4
1800,Ali,Habti,Homme,4
1801,Younes,Hammoudi,Homme,4
1802,Driss,Belkhadir,Homme,4
1803,Sira,Diallo,Femme,4
1804,Boutaina,Tabit,Femme,3
1805,Nezha,Moustaquin,Femme,3
1806,Valérie,Dubois,Femme,4
1807,Rajae,Kacem,Femme,3
1808,Rajae,Skalli,Femme,3
1809,Wassim,El Moutaouakil,Homme,3
1810,Younes,Abid,Homme,3
1811,Habiba,Tabit,Femme,4
1812,Leila,Sbaai,Femme,4
1813,Zahia,Nasser,Femme,3
1814,Kawtar,Fennir,Femme,3
1815,Ilham,Zouqi,Femme,4
1816,Manal,Jaouhari,Femme,4
1817,Marie,Bernard,Femme,3
1818,Ingrid,Dupont,Femme,3
1819,Amin,Rahal,Homme,3
1820,Rania,Kouachi,Femme,3
1821,Sara,Har,Femme,4
1822,Taoufik,Mansouri,Femme,4
1823,Rachida,Nouaman,Femme,4
1824,Mbarek,Assou,Homme,4
1825,Karim,Cherkaoui,Homme,3
1826,Claire,Conti,Femme,4
1827,Houssam,Zourk,Homme,3
1828,Touria,Had,Femme,3
1829,Zakaria,Zerouali,Homme,4
1830,Patricia,Moreau,Femme,4
1831,Taha,Akka,Homme,3
1832,Zara,Bouchentouf,Femme,4
1833,Rachida,Said,Femme,3
1834,Farid,Boudra,Homme,3
1835,Amine,Bennani,Homme,4
1836,Samir,El Fahime,Homme,3
1837,Douaa,Idrissi,Femme,3
1838,Rabia,Oukacha,Femme,4
1839,Rayan,Zoubir,Homme,4
1840,Asma,Touzy,Femme,4
1841,Hamza,Touzz,Homme,4
1842,Soukaina,Demnati,Femme,3
1843,Hind,Moussa,Femme,4
1844,Ilham,Loukili,Femme,4
1845,Manal,Bourkadi,Femme,4
1846,Sofia,Conti,Femme,3
1847,Kadija,Gueye,Femme,3
1848,Imad,Bourkadi,Homme,4
1849,Sara,Nasser,Femme,3
1850,Asma,Bout,Femme,4
1851,Aicha,El Mrabet,Femme,4
1852,Khalida,Larbi,Femme,3
1853,Laura,Dupont,Femme,4
1854,Ines,Touijer,Femme,3
1855,Driss,Sefrioui,Homme,3
1856,Abdallah,Kettani,Homme,4
1857,Aliou,Coulibaly,Homme,4
1858,Ghita,El Amrani,Femme,4
1859,Sofia,Touba,Femme,4
1860,Said,Bour,Homme,4
1861,Fayssal,Toufi,Homme,3
1862,Aya,Trimech,Femme,4
1863,Julia,Johansson,Femme,3
1864,Abdelali,Zouine,Homme,3
1865,Adam,Slaoui,Homme,4
1866,Nabila,Tlemsani,Femme,3
1867,Yaya,Kane,Homme,3
1868,Yousra,Zouz,Femme,3
1869,Hiba,Zouz,Femme,3
1870,Hafsa,Chraibi,Femme,3
1871,Touria,Habti,Femme,4
1872,Salma,Yousra,Femme,3
1873,Aziza,Zniber,Femme,4
1874,Reda,Wardi,Homme,4
1875,Amine,Hass,Homme,4
1876,Soukaina,Kacem,Femme,4
1877,Lotfi,Bour,Homme,3
1878,Mounia,Hammoudi,Femme,3
1879,Rayan,Bouzoubaa,Homme,3
1880,Reda,Lahcen,Homme,4
1881,Nezha,Dahmani,Femme,3
1882,Khalid,El,Homme,4
1883,Zahra,Nfissi,Femme,3
1884,Samir,El Yousfi,Homme,3
1885,Nora,Zouak,Femme,3
1886,Nabila,Boun,Femme,4
1887,Safia,Oulhaj,Femme,4
1888,Mounia,Salem,Femme,4
1889,Fatima,Kacem,Femme,4
1890,Douaa,Zoubir,Femme,3
1891,Mohamed,Nouaman,Homme,4
1892,Siham,Moujahid,Femme,4
1893,Safae,Zouita,Femme,4
1894,Elena,Brown,Femme,3
1895,Fadwa,Moussaoui,Femme,4
1896,Ibrahim,Samir,Homme,4
1897,Rachid,Lahlou,Homme,4
1898,Ibrahim,Fall,Homme,3
1899,Imane,Doukkali,Femme,4
1900,Fernando,Garcia,Homme,3
1901,Naji,Zouhair,Homme,3
1902,Mounir,Akka,Homme,4
1903,Nafissatou,Ba,Femme,3
1904,Boutaina,Tabit,Femme,4
1905,Loubna,Lahcen,Femme,3
1906,Kenza,Sahraoui,Femme,3
1907,Amine,Ouahbi,Homme,4
1908,Douaa,Zouri,Femme,4
1909,Zouhair,Rguibi,Homme,4
1910,Marouane,Maatoug,Homme,3
1911,Amadou,Sylla,Homme,4
1912,Yahya,Jabri,Homme,3
1913,Marie,Silva,Femme,4
1914,Anas,Bouchentouf,Homme,4
1915,Adil,Touzy,Homme,4
1916,Fouad,Zaid,Homme,3
1917,Oussama,Had,Homme,3
1918,Kamil,Touhi,Homme,3
1919,Hatim,Berrada,Homme,3
1920,Miguel,Wilson,Homme,4
1921,Abdou,Zouri,Homme,4
1922,Abdelkader,Zouw,Homme,4
1923,Zahra,Touil,Femme,3
1924,Modou,Sylla,Homme,4
1925,Zahra,Moussaoui,Femme,4
1926,Soukaina,Yousra,Femme,3
1927,Abderrahmane,Khalil,Homme,4
1928,Kadija,Keita,Femme,4
1929,Ilham,Zouqi,Femme,3
1930,Julia,Jones,Femme,4
1931,Aicha,Ham,Femme,4
1932,Sami,Zoubir,Homme,3
1933,Sofia,Lamrani,Femme,4
1934,Abdou,Smahi,Homme,3
1935,Kawtar,Chraibi,Femme,4
1936,Youssef,Sefrioui,Homme,3
1937,Mamadou,Sarr,Homme,3
1938,Youssef,Ghomri,Homme,3
1939,Hamza,Niama,Homme,4
1940,Jamila,Rguibi,Femme,4
1941,Taoufik,Toufi,Femme,4
1942,Malika,Daoudi,Femme,3
1943,Tariq,Bouzekri,Homme,4
1944,Taha,Zouine,Homme,4
1945,Imane,Sefrioui,Femme,3
1946,Chakib,El Mandjra,Homme,3
1947,Boutaina,Nouaman,Femme,4
1948,Mansour,Zouine,Homme,3
1949,Marwa,Alami,Femme,3
1950,Imad,Zerouali,Homme,3
1951,Jamila,Boun,Femme,4
1952,Abdallah,Jebli,Homme,4
1953,Jean,Martin,Homme,3
1954,Zara,Zoubir,Femme,3
1955,Badr,Salmi,Homme,3
1956,Ismail,Oujdi,Homme,3
1957,Abdelaziz,Azou,Homme,3
1958,Fayssal,Fassi,Homme,3
1959,Zineb,Touza,Femme,4
1960,Loubna,Rohi,Femme,3
1961,Salsabil,Sbaai,Femme,4
1962,Taoufik,Kacem,Femme,4
1963,Mounia,Boua,Femme,4
1964,Driss,Oujdi,Homme,3
1965,Hanae,Madani,Femme,3
1966,Narjis,El Idrissi,Femme,4
1967,Salma,Zahir,Femme,3
1968,Karim,Trimech,Homme,4
1969,Serigne,Ndiaye,Homme,4
1970,Samir,El Yousfi,Homme,4
1971,Zahia,Tlemsani,Femme,4
1972,Douaa,Kamil,Femme,3
1973,Ines,Boul,Femme,4
1974,Noura,Jaouhari,Femme,3
1975,Hicham,El Hachimi,Homme,4
1976,Houda,Belkhadir,Femme,4
1977,Said,Touz,Homme,3
1978,Anass,Oulhaj,Homme,3
1979,Mariama,Kane,Femme,4
1980,Wafa,El Mandjra,Femme,3
1981,Saadia,Touza,Femme,4
1982,Ismail,Zerouali,Homme,4
1983,Zahra,Hattab,Femme,4
1984,Céline,Johansson,Femme,3
1985,Nora,Tlemsani,Femme,4
1986,Chaimae,Habti,Femme,4
1987,Sophie,Müller,Femme,3
1988,Hiba,Bourkadi,Femme,3
1989,Zakaria,Oujdi,Homme,3
1990,Youssef,Akka,Homme,3
1991,Mahamadou,Konaté,Homme,3
1992,Lotfi,El Mrabet,Homme,4
1993,Hayat,Zaid,Femme,4
1994,Chaymae,Tahiri,Femme,4
1995,Ilham,Ait,Femme,4
1996,Youssef,Chemao,Homme,3
1997,Modou,Ndiaye,Homme,3
1998,Zahia,Sbitri,Femme,4
1999,Amine,Benkirane,Homme,4
2000,Taoufik,Ham,Femme,3
2001,Taha,Bout,Homme,16
2002,Sofia,Zoubir,Femme,10
2003,Yasmina,Slaoui,Femme,6
2004,Zineb,Ziyat,Femme,10
2005,Zohra,Touz,Femme,11
2006,Aicha,Sahraoui,Femme,16
2007,Patricia,Lopez,Femme,11
2008,Yassine,Atou,Homme,6
2009,Younes,Rmil,Homme,5
2010,Patricia,Laurent,Femme,6
2011,Salah,Oulad,Homme,5
2012,Khalid,Boun,Homme,5
2013,Abdelhamid,Touzy,Homme,15
2014,Nadia,Hassani,Femme,6
2015,Mamadou,Keita,Homme,6
2016,Khadija,Tabit,Femme,11
2017,Loubna,Touhi,Femme,5
2018,Amina,Rais,Femme,11
2019,Youssef,Tlemsani,Homme,15
2020,Badr,Dlimi,Homme,5
2021,Houssam,Touji,Homme,5
2022,Karim,Hassani,Homme,16
2023,Kamil,Kacem,Homme,11
2024,Fayssal,Touzy,Homme,10
2025,Youssef,Zoul,Homme,11
2026,Yacine,Bout,Homme,16
2027,Naima,Gue,Femme,6
2028,Houda,Adouiri,Femme,11
2029,Laura,Dubois,Femme,16
2030,Marouane,Zoubir,Homme,15
2031,Adam,Rmil,Homme,6
2032,Ikram,Zoux,Femme,10
2033,Abdou,Lahcen,Homme,16
2034,Salah,Smahi,Homme,11
2035,Zineb,Bouz,Femme,16
2036,Fayssal,Zoukh,Homme,15
2037,Lotfi,Zouine,Homme,5
2038,Othmane,El Ghalbi,Homme,10
2039,Abdessamad,Kouachi,Homme,5
2040,Chaymae,Zouine,Femme,10
2041,Hajar,Touba,Femme,10
2042,Valérie,Fernandez,Femme,11
2043,Mahmoud,Ouassou,Homme,6
2044,Jihane,Soussi,Femme,15
2045,Naima,Sefrioui,Femme,15
2046,Ali,Houari,Homme,5
2047,Kader,Cissé,Homme,11
2048,Wassim,Oulad,Homme,16
2049,Ismail,Zniber,Homme,5
2050,Mbayang,Sylla,Femme,16
2051,Nezha,Bouchentouf,Femme,5
2052,Salsabil,Rais,Femme,5
2053,Jean,Lopez,Homme,15
2054,Isabelle,Silva,Femme,10
2055,Aziz,Kacem,Homme,10
2056,Sokhna,Diop,Femme,15
2057,Nora,Zouak,Femme,6
2058,Mahamadou,Cissé,Homme,11
2059,Céline,Simon,Femme,5
2060,Abdelkader,Boudra,Homme,16
2061,Sofia,Slaoui,Femme,10
2062,Rida,Samir,Homme,16
2063,Naima,Bouzekri,Femme,15
2064,Pape,Touré,Homme,5
2065,Ahmed,Bouhout,Homme,5
2066,Reda,Qadiri,Homme,10
2067,Hanane,Tabit,Femme,10
2068,Rim,Toubi,Femme,5
2069,Rabia,Hammoudi,Femme,10
2070,Abdallah,Ham,Homme,6
2071,Nathalie,Garcia,Femme,6
2072,Zahra,Akka,Femme,10
2073,Othmane,Zouak,Homme,11
2074,Miguel,Jones,Homme,15
2075,Khadija,Bouk,Femme,11
2076,Fadwa,Bouzekri,Femme,5
2077,Reda,Tabit,Homme,6
2078,Sanaa,Lamrani,Femme,6
2079,Jamal,Jamil,Homme,11
2080,Rida,Bouk,Homme,10
2081,Younes,Aroui,Homme,5
2082,Thomas,Bernard,Homme,16
2083,Oussama,Tourabi,Homme,15
2084,Abdelhamid,Ouali,Homme,6
2085,Rachid,Rifi,Homme,16
2086,Houssam,Smahi,Homme,10
2087,Kader,Diaw,Homme,5
2088,Imane,Othmani,Femme,5
2089,Jihane,Sebti,Femme,11
2090,Douaa,Bous,Femme,5
2091,Moussa,Ouattara,Homme,10
2092,Mohammed,Zerhouni,Homme,6
2093,Tariq,Zerhouni,Homme,6
2094,Moussa,Naji,Homme,11
2095,Mahdi,Tazi,Homme,5
2096,Jihane,Qadiri,Femme,10
2097,Rayan,Demnati,Homme,11
2098,Abdelhamid,Bouj,Homme,11
2099,Sokhna,Sylla,Femme,16
2100,Badr,Ouali,Homme,5
2101,Aziz,Khalil,Homme,15
2102,Loubna,Hattab,Femme,5
2103,Taha,Benkirane,Homme,15
2104,Dounia,Zout,Femme,5
2105,Youssef,Mrani,Homme,5
2106,Yaya,Traoré,Homme,16
2107,Jamila,Sbaai,Femme,11
2108,Driss,Oulhaj,Homme,15
2109,Hanane,El Ghazaoui,Femme,16
2110,Patrick,Schmidt,Homme,10
2111,Zahra,Sbitri,Femme,15
2112,Aminata,Kane,Femme,5
2113,Mohammed,Toumi,Homme,15
2114,Mehdi,Tougi,Homme,15
2115,Sophie,Dupont,Femme,5
2116,Hicham,Tazi,Homme,10
2117,Zahra,Tougi,Femme,10
2118,Othmane,Zouw,Homme,6
2119,Zineb,Boua,Femme,6
2120,Zohra,Mansouri,Femme,10
2121,Habiba,El Fassi,Femme,15
2122,Jamal,Ouali,Homme,5
2123,Khadija,Zoubir,Femme,16
2124,Omar,Sahraoui,Homme,15
2125,Nadia,Joundy,Femme,5
2126,Amina,Mabrouk,Femme,5
2127,Zahra,Slaoui,Femme,6
2128,Julia,Moreau,Femme,16
2129,Rida,Touzz,Homme,16
2130,Rania,Benkirane,Femme,6
2131,Zahia,Bouhmadi,Femme,10
2132,Widad,Tazi,Femme,10
2133,Ihsane,Loukili,Femme,6
2134,Cheikh,Ndiaye,Homme,11
2135,Abdelkader,Oukacha,Homme,15
2136,Fouad,Sbitri,Homme,11
2137,Habiba,El Ghazaoui,Femme,11
2138,Amadou,Savané,Homme,16
2139,Malika,Bouhlal,Femme,5
2140,Zahra,Touz,Femme,10
2141,Ikram,Guennoun,Femme,15
2142,Dounia,Sabri,Femme,16
2143,Javier,Dubois,Homme,10
2144,Manal,Bourkadi,Femme,15
2145,Sofia,Lopez,Femme,15
2146,Naji,Kabbaj,Homme,6
2147,Safia,Zerhouni,Femme,15
2148,Dounia,Lahcen,Femme,10
2149,Ayoub,Sefiani,Homme,5
2150,Zahra,Alami,Femme,5
2151,Anas,Nasser,Homme,6
2152,Zakaria,Sefrioui,Homme,11
2153,Yassine,Rchidi,Homme,10
2154,Ihsane,Touzy,Femme,11
2155,Walid,Houari,Homme,10
2156,Zakaria,Zouri,Homme,15
2157,Wassim,Nfissi,Homme,11
2158,Zineb,Mechbal,Femme,15
2159,Abdellah,Touzani,Homme,10
2160,Stefan,Moreau,Homme,5
2161,Mahamadou,Gueye,Homme,11
2162,Abdessamad,Chafik,Homme,10
2163,Taha,Tlemsani,Homme,11
2164,Touria,Oulad,Femme,16
2165,Taha,El Idrissi,Homme,10
2166,Rania,Kabbaj,Femme,6
2167,Reda,Jaouhari,Homme,5
2168,Mustapha,Gueddari,Homme,10
2169,Marwa,Has,Femme,15
2170,Fernando,Schmidt,Homme,16
2171,Souleymane,Keita,Homme,6
2172,Tariq,Tahri,Homme,5
2173,Soukaina,Nacer,Femme,5
2174,Khadija,Moujahid,Femme,5
2175,Kamil,Sefrioui,Homme,10
2176,Wassim,Chrigui,Homme,16
2177,Zara,Ghomri,Femme,5
2178,Basma,Toufali,Femme,5
2179,Nora,Rahmouni,Femme,6
2180,Kawtar,Bouzoubaa,Femme,15
2181,Hatim,Touzy,Homme,15
2182,Safae,Boua,Femme,6
2183,Othmane,Bouaouina,Homme,10
2184,Basma,Nasser,Femme,15
2185,Reda,Moussa,Homme,16
2186,Khadidiatou,Ouattara,Femme,15
2187,Abdallah,Ouassou,Homme,16
2188,Fatima,Tazi,Femme,10
2189,Mahmoud,Touzani,Homme,16
2190,Zohra,Bour,Femme,10
2191,Ines,Touza,Femme,11
2192,Dounia,Chaouni,Femme,10
2193,Farid,El Idrissi,Homme,11
2194,Hafsa,Zouro,Femme,10
2195,Serigne,Konaté,Homme,10
2196,Hicham,Abid,Homme,10
2197,Loubna,Alami,Femme,16
2198,Adil,Benjelloun,Homme,16
2199,Nabila,Zourk,Femme,15
2200,Soufiane,Moussaoui,Homme,11
2201,Latifa,Toufi,Femme,10
2202,Mehdi,Touz,Homme,6
2203,Mariam,Touzani,Femme,10
2204,Taha,Ouahbi,Homme,11
2205,Sara,Touahri,Femme,6
2206,Selma,Ait,Femme,5
2207,Khadija,Bennani,Femme,16
2208,Taha,Naji,Homme,11
2209,Ayman,Kacem,Homme,16
2210,Sami,Skalli,Homme,6
2211,Zahra,Zoun,Femme,15
2212,Khadidiatou,Ouattara,Femme,11
2213,Marouane,Moustaquin,Homme,6
